kc_word	kc_freq	eng_gloss	pmi_score	pair_count	confidence	rank
Abraham	94	abraham	6.3774	65	51.4166	1
Abraham	94	isaac	6.1144	15	23.6810	2
Abraham	94	se	4.8749	18	20.6826	3
Abraham	94	promise	4.7100	17	19.4199	4
Abraham	94	jacob	5.2519	11	17.4186	5
Adam	16	adam	8.9320	7	23.6319	1
Adam	16	man	1.4242	6	3.4887	2
Aecörae	11	paul	4.5371	5	10.1454	1
Aehae	60	sabbath	6.9987	54	51.4295	1
Aehae	60	day	3.7297	44	24.7399	2
Aehae	60	lawful	5.4402	9	16.3205	3
Aehae	60	synagogue	4.3471	10	13.7466	4
Aehae	60	pharisee	3.5333	8	9.9936	5
Aeli	12	wind	7.6366	11	25.3277	1
Aeqangkung	25	saviour	8.0865	20	36.1641	1
Aeqangkung	25	christ	2.8675	12	9.9334	2
Aeqangkung	25	jesu	1.9068	11	6.3242	3
Aeqangkung	25	lord	1.9528	8	5.5233	4
Aeqangkung	25	god	1.4092	10	4.4204	5
Aesangky	11	high	6.2554	10	19.7812	1
Aesangky	11	son	3.3107	5	7.4030	2
Aesangky	11	god	1.8567	6	4.5112	3
Aetha	25	arise	5.7205	14	21.4041	1
Aetha	25	rise	4.7032	9	14.1096	2
Aetha	25	bed	6.0865	5	13.6099	3
Aetha	25	forgive	5.1838	5	11.5914	4
Aetha	25	walk	3.9377	5	8.8049	5
Aikonia	6	iconium	10.3471	6	25.3450	1
Aikuta	35	egypt	7.8027	21	35.7567	1
Aikuta	35	egyptian	7.8027	5	17.4475	2
Aikuta	35	joseph	5.6101	7	14.8429	3
Aikuta	35	land	5.1303	8	14.5107	4
Aikuta	35	father	2.1303	7	5.6363	5
Akripa	12	agrippa	9.3471	12	32.3792	1
Akripa	12	king	5.5106	7	14.5796	2
Akuila	7	aquila	10.1247	6	24.8003	1
Akuila	7	priscilla	10.1247	5	22.6395	2
Alesanda	9	alexander	9.7621	5	21.8287	1
Alphai	5	alphæu	10.6101	5	23.7249	1
Alphai	5	son	4.4482	5	9.9465	2
Amen	31	amen	7.2409	30	39.6599	1
Amen	31	glory	4.4814	14	16.7679	2
Amen	31	grace	3.6680	6	8.9847	3
Amen	31	christ	2.5572	12	8.8583	4
Amen	31	write	2.8693	6	7.0283	5
Ana	5	anna	10.6101	5	23.7249	1
Anania	14	anania	9.1247	10	28.8548	1
Anania	14	man	1.3538	5	3.0273	2
Andru	12	andrew	9.3471	12	32.3792	1
Andru	12	simon	6.5170	9	19.5510	2
Andru	12	jame	6.7226	6	16.4669	3
Andru	12	philip	6.6690	5	14.9123	4
Andru	12	john	4.9895	6	12.2218	5
Angcü	30	first	4.8180	17	19.8650	1
Angcü	30	begin	3.7345	7	9.8805	2
Angcü	30	hear	1.7250	5	3.8573	3
Angcü	30	god	0.1462	5	0.3242	4
Angcüky	18	first	4.9269	11	16.3407	1
Angcüky	18	lord	1.7486	5	3.9101	2
Angkhaw	13	vineyard	7.3571	6	18.0212	1
Angkhaw	13	husbandmen	7.7462	5	17.3209	2
Angkhaw	13	send	3.5993	5	8.0483	3
Anglaw	16	man	1.1612	5	2.5965	1
Angling	6	thorn	9.1247	6	22.3508	1
Angqaw	10	bottomless	9.3877	6	22.9951	1
Angqaw	10	pit	9.0251	6	22.1070	2
Angra	38	devil	5.2882	19	23.0506	1
Angra	38	unclean	5.7772	8	16.3404	2
Angra	38	swine	6.3056	5	14.0997	3
Angra	38	spirit	3.2523	12	11.2661	4
Angra	38	besought	5.0060	5	11.1938	5
Angtawtha	21	apostle	5.8906	11	19.5370	1
Angtawtha	21	jesu	1.0209	5	2.2827	2
